,last_name,first_name,birthday,gender,type,state,party
10558,Bailey,Donald,1945-07-21,M,rep,PA,Democrat
10562,Benjamin,Adam,1935-08-06,M,rep,IN,Democrat
10563,Bingham,Jonathan,1914-04-24,M,rep,NY,Democrat
10564,Blanchard,James,1942-08-08,M,rep,MI,Democrat
10565,Bolling,Richard,1916-05-17,M,rep,MO,Democrat
10566,Bowen,David,1932-10-21,M,rep,MS,Democrat
10567,Brinkley,Jack,1930-12-22,M,rep,GA,Democrat
10568,Brodhead,William,1941-09-12,M,rep,MI,Democrat
10571,Burton,John,1932-12-15,M,rep,CA,Democrat
10574,Chisholm,Shirley,1924-11-30,F,rep,NY,Democrat
10577,Cotter,William,1926-07-18,M,rep,CT,Democrat
10580,Danielson,George,1915-02-20,M,rep,CA,Democrat
10587,Eagleton,Thomas,1929-09-04,M,sen,MO,Democrat
10591,Ertel,Allen,1937-11-07,M,rep,PA,Democrat
10592,Evans,Billy,1941-11-10,M,rep,GA,Democrat
10593,Evans,David,1946-08-17,M,rep,IN,Democrat
10595,Fary,John,1911-04-11,M,rep,IL,Democrat
10598,Fithian,Floyd,1928-11-03,M,rep,IN,Democrat
10599,Fountain,Lawrence,1913-04-23,M,rep,NC,Democrat
10600,Ginn,Ronald,1934-05-31,M,rep,GA,Democrat
10606,Hart,Gary,1936-11-28,M,sen,CO,Democrat
10610,Holland,Kenneth,1934-11-24,M,rep,SC,Democrat
10616,Lederer,Raymond,1938-05-19,M,rep,PA,Democrat
10618,Long,Russell,1918-11-03,M,sen,LA,Democrat
10622,Mattox,James,1943-08-29,M,rep,TX,Democrat
10626,Moffett,Anthony,1944-08-18,M,rep,CT,Democrat
10627,Mollohan,Robert,1909-09-18,M,rep,WV,Democrat
10628,Mottl,Ronald,1934-02-06,M,rep,OH,Democrat
10631,Peyser,Peter,1921-09-07,M,rep,NY,Democrat
10633,Reuss,Henry,1912-02-22,M,rep,WI,Democrat
10635,Richmond,Frederick,1923-11-15,M,rep,NY,Democrat
10638,Santini,James,1937-08-13,M,rep,NV,Democrat
10639,Shamansky,Robert,1927-04-18,M,rep,OH,Democrat
10641,Smith,Joseph,1920-01-24,M,rep,PA,Democrat
10647,White,Richard,1923-04-29,M,rep,TX,Democrat
10648,Zeferetti,Leo,1927-07-15,M,rep,NY,Democrat
10650,Albosta,Donald,1925-12-05,M,rep,MI,Democrat
10651,Andrews,Ike,1925-09-02,M,rep,NC,Democrat
10653,Britt,Charles,1942-06-29,M,rep,NC,Democrat
10654,Burton,Phillip,1926-06-01,M,rep,CA,Democrat
10655,Chiles,Lawton,1930-04-03,M,sen,FL,Democrat
10660,D’Amours,Norman,1937-10-14,M,rep,NH,Democrat
10664,Ferraro,Geraldine,1935-08-26,F,rep,NY,Democrat
10666,Hall,Katie,1938-04-03,F,rep,IN,Democrat
10667,Hance,Kent,1942-11-14,M,rep,TX,Democrat
10669,Harrison,Frank,1940-02-02,M,rep,PA,Democrat
10671,Hightower,Jack,1926-09-06,M,rep,TX,Democrat
10672,Jackson,Henry,1912-05-31,M,sen,WA,Democrat
10673,Kazen,Abraham,1919-01-17,M,rep,TX,Democrat
10674,Kogovsek,Raymond,1941-08-19,M,rep,CO,Democrat
10675,Levitas,Elliott,1930-12-26,M,rep,GA,Democrat
10676,Long,Clarence,1908-12-11,M,rep,MD,Democrat
10679,McDonald,Lawrence,1935-04-01,M,rep,GA,Democrat
10680,McNulty,James,1925-10-18,M,rep,AZ,Democrat
10681,Melcher,John,1924-09-06,M,sen,MT,Democrat
10682,Minish,Joseph,1916-09-01,M,rep,NJ,Democrat
10683,Ottinger,Richard,1929-01-27,M,rep,NY,Democrat
10684,Patman,William,1927-03-26,M,rep,TX,Democrat
10685,Patterson,Jerry,1934-10-25,M,rep,CA,Democrat
10686,Perkins,Carl,1912-10-15,M,rep,KY,Democrat
10688,Proxmire,William,1915-11-11,M,sen,WI,Democrat
10689,Ratchford,William,1934-05-24,M,rep,CT,Democrat
10691,Rosenthal,Benjamin,1923-06-08,M,rep,NY,Democrat
10693,Shannon,James,1952-04-04,M,rep,MA,Democrat
10695,Stennis,John,1901-08-03,M,sen,MS,Democrat
10697,Vandergriff,Tommy,1926-01-29,M,rep,TX,Democrat
10698,Washington,Harold,1922-04-15,M,rep,IL,Democrat
10702,Won Pat,Antonio,1908-12-10,M,rep,GU,Democrat
10703,Zablocki,Clement,1912-11-18,M,rep,WI,Democrat
10704,Zorinsky,Edward,1928-11-11,M,sen,NE,Democrat
10705,Addabbo,Joseph,1925-03-17,M,rep,NY,Democrat
10707,Barnes,Michael,1943-09-03,M,rep,MD,Democrat
10708,Bedell,Berkley,1921-03-05,M,rep,IA,Democrat
10715,Edgar,Robert,1943-05-29,M,rep,PA,Democrat
10719,Fuqua,Don,1933-08-20,M,rep,FL,Democrat
10721,Hall,Sam,1924-01-11,M,rep,TX,Democrat
10723,Heftel,Cecil,1924-09-30,M,rep,HI,Democrat
10728,Jones,James,1939-05-05,M,rep,OK,Democrat
10732,Long,Catherine,1924-02-07,F,rep,LA,Democrat
10733,Long,Gillis,1923-05-04,M,rep,LA,Democrat
10734,Lundine,Stanley,1939-02-04,M,rep,NY,Democrat
10737,Mitchell,Parren,1922-04-29,M,rep,MD,Democrat
10741,O’Neill,Thomas,1912-12-09,M,rep,MA,Democrat
10743,Seiberling,John,1918-09-08,M,rep,OH,Democrat
10747,Waldon,Alton,1936-12-21,M,rep,NY,Democrat
10748,Weaver,James,1927-08-08,M,rep,OR,Democrat
10750,Whitley,Charles,1927-01-03,M,rep,NC,Democrat
10751,Young,Robert,1923-11-22,M,rep,MO,Democrat
10753,Sanford,James,1917-08-20,M,sen,NC,Democrat
10755,Adams,Brockman,1927-01-13,M,sen,WA,Democrat
10757,Biaggi,Mario,1917-10-26,M,rep,NY,Democrat
10758,Boland,Edward,1911-10-01,M,rep,MA,Democrat
10759,Boner,William,1945-02-14,M,rep,TN,Democrat
10760,Bonker,Don,1937-03-07,M,rep,WA,Democrat
10762,Burton,Sala,1925-04-01,F,rep,CA,Democrat
10763,Chappell,William,1922-02-03,M,rep,FL,Democrat
10764,Cranston,Alan,1914-06-19,M,sen,CA,Democrat
10765,Daniel,Wilbur,1914-05-12,M,rep,VA,Democrat
10769,Dixon,Alan,1927-07-07,M,sen,IL,Democrat
10770,Dowdy,Charles,1943-07-27,M,rep,MS,Democrat
10772,Fowler,Wyche,1940-10-06,M,sen,GA,Democrat
10774,Gray,Kenneth,1924-11-14,M,rep,IL,Democrat
10775,Howard,James,1927-07-24,M,rep,NJ,Democrat
10776,Jones,Ed,1912-04-20,M,rep,TN,Democrat
10782,Lowry,Michael,1939-03-08,M,rep,WA,Democrat
10784,MacKay,Kenneth,1933-03-22,M,rep,FL,Democrat
10786,Mica,Daniel,1944-02-04,M,rep,FL,Democrat
10787,Nichols,William,1918-10-16,M,rep,AL,Democrat
10788,Price,Charles,1905-01-01,M,rep,IL,Democrat
10790,Rodino,Peter,1909-06-07,M,rep,NJ,Democrat
10791,Roemer,Charles,1943-10-04,M,rep,LA,Democrat
10793,St. Germain,Fernand,1928-01-09,M,rep,RI,Democrat
10794,Stratton,Samuel,1916-09-27,M,rep,NY,Democrat
10795,Sunia,Fofó,1937-03-13,M,rep,AS,Democrat
10800,Wirth,Timothy,1939-09-22,M,sen,CO,Democrat
10802,Bates,Jim,1941-07-21,M,rep,CA,Democrat
10803,Bentsen,Lloyd,1921-02-11,M,sen,TX,Democrat
10804,Boggs,Corinne,1916-03-13,F,rep,LA,Democrat
10805,Bosco,Douglas,1946-07-28,M,rep,CA,Democrat
10806,Brennan,Joseph,1934-11-02,M,rep,ME,Democrat
10808,Burdick,Quentin,1908-06-19,M,sen,ND,Democrat
10810,Clarke,James,1917-06-12,M,rep,NC,Democrat
10811,Coelho,Anthony,1942-06-15,M,rep,CA,Democrat
10813,Crockett,George,1909-08-10,M,rep,MI,Democrat
10815,DeConcini,Dennis,1937-05-08,M,sen,AZ,Democrat
10818,Dyson,Royden,1948-11-15,M,rep,MD,Democrat
10819,Fauntroy,Walter,1933-02-06,M,rep,DC,Democrat
10820,Flippo,Ronnie,1937-08-15,M,rep,AL,Democrat
10821,Florio,James,1937-08-29,M,rep,NJ,Democrat
10823,Garcia,Robert,1933-01-09,M,rep,NY,Democrat
10825,Hawkins,Augustus,1907-08-31,M,rep,CA,Democrat
10828,Kastenmeier,Robert,1924-01-24,M,rep,WI,Democrat
10829,Leath,James,1931-05-06,M,rep,TX,Democrat
10830,Leland,George,1944-11-27,M,rep,TX,Democrat
10831,Luken,Thomas,1925-07-09,M,rep,OH,Democrat
10834,Matsunaga,Spark,1916-10-08,M,sen,HI,Democrat
10835,Metzenbaum,Howard,1917-06-04,M,sen,OH,Democrat
10836,Mitchell,George,1933-08-20,M,sen,ME,Democrat
10838,Morrison,Bruce,1944-10-08,M,rep,CT,Democrat
10842,Pepper,Claude,1900-09-08,M,rep,FL,Democrat
10843,Riegle,Donald,1938-02-04,M,sen,MI,Democrat
10847,Sasser,James,1936-09-30,M,sen,TN,Democrat
10857,Walgren,Douglas,1940-12-28,M,rep,PA,Democrat
10861,Wright,James,1922-12-22,M,rep,TX,Democrat
10863,Alexander,William,1934-01-16,M,rep,AR,Democrat
10864,Anderson,Glenn,1913-02-21,M,rep,CA,Democrat
10865,Annunzio,Frank,1915-01-12,M,rep,IL,Democrat
10866,Anthony,Beryl,1938-02-21,M,rep,AR,Democrat
10867,Atkins,Chester,1948-04-14,M,rep,MA,Democrat
10868,AuCoin,Les,1942-10-21,M,rep,OR,Democrat
10869,Barnard,Druie,1922-03-20,M,rep,GA,Democrat
10871,Bennett,Charles,1910-12-02,M,rep,FL,Democrat
10873,Boren,David,1941-04-21,M,sen,OK,Democrat
10874,Bradley,William,1943-07-28,M,sen,NJ,Democrat
10877,Bruce,Terry,1944-03-25,M,rep,IL,Democrat
10878,Bustamante,Albert,1935-04-08,M,rep,TX,Democrat
10879,Byron,Beverly,1932-07-27,F,rep,MD,Democrat
10883,Colorado,Antonio,1939-09-08,M,rep,PR,Democrat
10886,Cox,John,1947-07-10,M,rep,IL,Democrat
10890,Donnelly,Brian,1946-03-02,M,rep,MA,Democrat
10891,Downey,Thomas,1949-01-28,M,rep,NY,Democrat
10892,Dwyer,Bernard,1921-01-24,M,rep,NJ,Democrat
10893,Dymally,Mervyn,1926-05-12,M,rep,CA,Democrat
10894,Early,Joseph,1933-01-31,M,rep,MA,Democrat
10895,Eckart,Dennis,1950-04-06,M,rep,OH,Democrat
10897,Erdreich,Ben,1938-12-09,M,rep,AL,Democrat
10898,Exon,J.,1921-08-09,M,sen,NE,Democrat
10899,Fascell,Dante,1917-03-09,M,rep,FL,Democrat
10900,Feighan,Edward,1947-10-22,M,rep,OH,Democrat
10901,Fuster,Jaime,1941-01-12,M,rep,PR,Democrat
10902,Gaydos,Joseph,1926-07-03,M,rep,PA,Democrat
10903,Gore,Albert,1948-03-31,M,sen,TN,Democrat
10904,Gray,William,1941-08-20,M,rep,PA,Democrat
10906,Guarini,Frank,1924-08-20,M,rep,NJ,Democrat
10908,Harris,Claude,1940-06-29,M,rep,AL,Democrat
10909,Hatcher,Charles,1939-07-01,M,rep,GA,Democrat
10911,Hayes,Charles,1918-02-17,M,rep,IL,Democrat
10912,Heflin,Howell,1921-06-19,M,sen,AL,Democrat
10913,Hertel,Dennis,1948-12-07,M,rep,MI,Democrat
10916,Horn,Joan,1936-10-18,F,rep,MO,Democrat
10918,Hubbard,Carroll,1937-07-07,M,rep,KY,Democrat
10919,Huckaby,Thomas,1941-07-19,M,rep,LA,Democrat
10922,Jenkins,Edgar,1933-01-04,M,rep,GA,Democrat
10923,Johnston,John,1932-06-10,M,sen,LA,Democrat
10924,Jones,Ben,1941-08-30,M,rep,GA,Democrat
10925,Jones,Walter,1913-08-19,M,rep,NC,Democrat
10926,Jontz,James,1951-12-18,M,rep,IN,Democrat
10928,Kolter,Joseph,1926-09-03,M,rep,PA,Democrat
10929,Kostmayer,Peter,1946-09-27,M,rep,PA,Democrat
10931,Lehman,William,1913-10-05,M,rep,FL,Democrat
10933,Levine,Meldon,1943-06-07,M,rep,CA,Democrat
10935,Luken,Charles,1951-07-18,M,rep,OH,Democrat
10939,Mavroules,Nicholas,1929-11-01,M,rep,MA,Democrat
10942,McHugh,Matthew,1938-12-06,M,rep,NY,Democrat
10943,McMillen,Charles,1952-05-26,M,rep,MD,Democrat
10946,Moody,Jim,1935-09-02,M,rep,WI,Democrat
10948,Mrazek,Robert,1945-11-06,M,rep,NY,Democrat
10949,Nagle,David,1943-04-15,M,rep,IA,Democrat
10951,Nowak,Henry,1935-02-21,M,rep,NY,Democrat
10952,Nunn,Samuel,1938-09-08,M,sen,GA,Democrat
10953,Oakar,Mary,1940-03-05,F,rep,OH,Democrat
10954,Olin,James,1920-02-28,M,rep,VA,Democrat
10955,Owens,Douglas,1937-05-02,M,rep,UT,Democrat
10956,Patterson,Elizabeth,1939-11-18,F,rep,SC,Democrat
10957,Pease,Donald,1931-09-26,M,rep,OH,Democrat
10958,Pell,Claiborne,1918-11-22,M,sen,RI,Democrat
10959,Perkins,Carl,1954-08-06,M,rep,KY,Democrat
10961,Pryor,David,1934-08-29,M,sen,AR,Democrat
10963,Ray,Richard,1927-02-02,M,rep,GA,Democrat
10967,Roe,Robert,1924-02-28,M,rep,NJ,Democrat
10968,Roybal,Edward,1916-02-10,M,rep,CA,Democrat
10969,Russo,Martin,1944-01-23,M,rep,IL,Democrat
10970,Savage,Gus,1925-10-30,M,rep,IL,Democrat
10974,Sikorski,Gerald,1948-04-26,M,rep,MN,Democrat
10975,Simon,Paul,1928-11-29,M,sen,IL,Democrat
10978,Smith,Lawrence,1941-04-25,M,rep,FL,Democrat
10979,Solarz,Stephen,1940-09-12,M,rep,NY,Democrat
10980,Staggers,Harley,1951-02-22,M,rep,WV,Democrat
10981,Stallings,Richard,1940-10-07,M,rep,ID,Democrat
10982,Tallon,Robert,1946-08-08,M,rep,SC,Democrat
10983,Thomas,Robert,1943-11-20,M,rep,GA,Democrat
10984,Traxler,Jerome,1931-07-21,M,rep,MI,Democrat
10985,Udall,Morris,1922-06-15,M,rep,AZ,Democrat
10988,Weiss,Theodore,1927-09-17,M,rep,NY,Democrat
10989,Wofford,Harris,1926-04-09,M,sen,PA,Democrat
10990,Wolpe,Howard,1939-11-03,M,rep,MI,Democrat
10992,Yatron,Gus,1927-10-16,M,rep,PA,Democrat
10993,Burdick,Jocelyn,1922-02-06,F,sen,ND,Democrat
10994,Andrews,Michael,1944-02-07,M,rep,TX,Democrat
10995,Andrews,Thomas,1953-03-22,M,rep,ME,Democrat
10996,Applegate,Douglas,1928-03-27,M,rep,OH,Democrat
10997,Aspin,Leslie,1938-07-21,M,rep,WI,Democrat
10998,Bacchus,James,1949-06-21,M,rep,FL,Democrat
10999,Barca,Peter,1955-08-07,M,rep,WI,Democrat
11000,Barlow,Thomas,1940-08-07,M,rep,KY,Democrat
11002,Bilbray,James,1938-05-19,M,rep,NV,Democrat
11003,Blackwell,Lucien,1931-08-01,M,rep,PA,Democrat
11004,Brooks,Jack,1922-12-18,M,rep,TX,Democrat
11005,Bumpers,Dale,1925-08-12,M,sen,AR,Democrat
11006,Byrne,Leslie,1946-10-27,F,rep,VA,Democrat
11007,Carr,Milton,1943-03-27,M,rep,MI,Democrat
11008,Coppersmith,Samuel,1955-05-22,M,rep,AZ,Democrat
11010,Darden,George,1943-11-22,M,rep,GA,Democrat
11011,Derrick,Butler,1936-09-30,M,rep,SC,Democrat
11013,Edwards,William,1915-01-06,M,rep,CA,Democrat
11014,English,Glenn,1940-11-30,M,rep,OK,Democrat
11015,English,Karan,1949-03-23,F,rep,AZ,Democrat
11016,Espy,Albert,1953-11-30,M,rep,MS,Democrat
11018,Fingerhut,Eric,1959-05-06,M,rep,OH,Democrat
11020,Foley,Thomas,1929-03-06,M,rep,WA,Democrat
11021,Ford,Wendell,1924-09-08,M,sen,KY,Democrat
11022,Ford,William,1927-08-06,M,rep,MI,Democrat
11024,Glenn,John,1921-07-18,M,sen,OH,Democrat
11025,Glickman,Daniel,1944-11-24,M,rep,KS,Democrat
11028,Hamburg,Daniel,1948-10-06,M,rep,CA,Democrat
11030,Hoagland,Peter,1941-11-17,M,rep,NE,Democrat
11031,Hochbrueckner,George,1938-09-20,M,rep,NY,Democrat
11033,Hughes,William,1932-10-17,M,rep,NJ,Democrat
11034,Hutto,Earl,1926-05-12,M,rep,FL,Democrat
11035,Johnson,Clete,1948-01-30,M,rep,GA,Democrat
11037,Klein,Herbert,1930-06-24,M,rep,NJ,Democrat
11038,Kopetski,Michael,1949-10-27,M,rep,OR,Democrat
11039,Kreidler,Myron,1943-09-28,M,rep,WA,Democrat
11040,Krueger,Robert,1935-09-19,M,sen,TX,Democrat
11041,LaRocco,Larry,1946-08-25,M,rep,ID,Democrat
11042,Lancaster,H.,1943-03-24,M,rep,NC,Democrat
11043,Lehman,Richard,1948-07-20,M,rep,CA,Democrat
11046,Lloyd,Marilyn,1929-01-03,F,rep,TN,Democrat
11047,Long Thompson,Jill,1952-07-15,F,rep,IN,Democrat
11049,Mann,David,1939-09-25,M,rep,OH,Democrat
11050,Margolies-Mezvinsky,Marjorie,1942-06-21,F,rep,PA,Democrat
11051,Mathews,Harlan,1927-01-17,M,sen,TN,Democrat
11052,Mazzoli,Romano,1932-11-02,M,rep,KY,Democrat
11054,McCloskey,Francis,1939-06-12,M,rep,IN,Democrat
11055,McCurdy,David,1950-03-30,M,rep,OK,Democrat
11058,Moseley Braun,Carol,1947-08-16,F,sen,IL,Democrat
11059,Murphy,Austin,1927-06-17,M,rep,PA,Democrat
11060,Natcher,William,1909-09-11,M,rep,KY,Democrat
11061,Neal,Stephen,1934-11-07,M,rep,NC,Democrat
11063,Panetta,Leon,1938-06-28,M,rep,CA,Democrat
11064,Penny,Timothy,1951-11-19,M,rep,MN,Democrat
11065,Pickle,James,1913-10-11,M,rep,TX,Democrat
11068,Rostenkowski,Daniel,1928-01-02,M,rep,IL,Democrat
11069,Rowland,James,1926-02-03,M,rep,GA,Democrat
11070,Sangmeister,George,1931-02-16,M,rep,IL,Democrat
11071,Sarpalius,William,1948-01-10,M,rep,TX,Democrat
11072,Schenk,Lynn,1945-01-05,F,rep,CA,Democrat
11073,Sharp,Philip,1942-07-15,M,rep,IN,Democrat
11074,Shepherd,Karen,1940-07-05,F,rep,UT,Democrat
11075,Slattery,James,1948-08-04,M,rep,KS,Democrat
11076,Smith,Neal,1920-03-23,M,rep,IA,Democrat
11078,Swett,Richard,1957-05-01,M,rep,NH,Democrat
11079,Swift,Allan,1935-09-12,M,rep,WA,Democrat
11080,Synar,Michael,1950-10-17,M,rep,OK,Democrat
11081,Unsoeld,Jolene,1931-12-03,F,rep,WA,Democrat
11082,Valentine,Itimous,1926-03-15,M,rep,NC,Democrat
11083,Washington,Craig,1941-10-12,M,rep,TX,Democrat
11084,Wheat,Alan,1951-10-16,M,rep,MO,Democrat
11085,Whitten,Jamie,1910-04-18,M,rep,MS,Democrat
11086,de Lugo,Ron,1930-08-02,M,rep,VI,Democrat
11090,Beilenson,Anthony,1932-10-26,M,rep,CA,Democrat
11091,Bevill,Tom,1921-03-27,M,rep,AL,Democrat
11093,Brewster,William,1941-11-08,M,rep,OK,Democrat
11094,Browder,John,1943-01-15,M,rep,AL,Democrat
11095,Bryan,Richard,1937-07-16,M,sen,NV,Democrat
11096,Bryant,John,1947-02-22,M,rep,TX,Democrat
11099,Chapman,Jim,1945-03-08,M,rep,TX,Democrat
11102,Coleman,Ronald,1941-11-29,M,rep,TX,Democrat
11103,Collins,Barbara-Rose,1939-04-13,F,rep,MI,Democrat
11104,Collins,Cardiss,1931-09-24,F,rep,IL,Democrat
11109,Fields,Cleo,1962-11-22,M,rep,LA,Democrat
11112,Ford,Harold,1945-05-20,M,rep,TN,Democrat
11117,Geren,Preston,1952-01-29,M,rep,TX,Democrat
11118,Gibbons,Sam,1920-01-20,M,rep,FL,Democrat
11126,Jacobs,Andrew,1932-02-24,M,rep,IN,Democrat
11127,Johnston,Harry,1931-12-02,M,rep,FL,Democrat
11128,Kerrey,J.,1943-08-27,M,sen,NE,Democrat
11135,Mineta,Norman,1931-11-12,M,rep,CA,Democrat
11136,Montgomery,Gillespie,1920-08-05,M,rep,MS,Democrat
11138,Moynihan,Daniel,1927-03-16,M,sen,NY,Democrat
11140,Orton,William,1948-09-22,M,rep,UT,Democrat
11141,Payne,Lewis,1945-07-09,M,rep,VA,Democrat
11142,Peterson,Douglas,1935-06-26,M,rep,FL,Democrat
11144,Reynolds,Mel,1952-01-08,M,rep,IL,Democrat
11145,Robb,Charles,1939-06-26,M,sen,VA,Democrat
11146,Rose,Charles,1939-08-10,M,rep,NC,Democrat
11149,Schroeder,Patricia,1940-07-30,F,rep,CO,Democrat
11151,Studds,Gerry,1937-05-12,M,rep,MA,Democrat
11153,Thornton,Raymond,1928-07-16,M,rep,AR,Democrat
11155,Tucker,Walter,1957-05-28,M,rep,CA,Democrat
11156,Volkmer,Harold,1931-04-04,M,rep,MO,Democrat
11160,Ward,Michael,1951-01-07,M,rep,KY,Democrat
11161,Williams,John,1937-10-30,M,rep,MT,Democrat
11162,Wilson,Charles,1933-06-01,M,rep,TX,Democrat
11165,de la Garza,Eligio,1927-09-22,M,rep,TX,Democrat
11167,Baesler,Henry,1941-07-09,M,rep,KY,Democrat
11169,Capps,Walter,1934-05-05,M,rep,CA,Democrat
11171,Cleland,J.,1942-08-24,M,sen,GA,Democrat
11172,Dellums,Ronald,1935-11-24,M,rep,CA,Democrat
11174,Fazio,Victor,1942-10-11,M,rep,CA,Democrat
11175,Flake,Floyd,1945-01-30,M,rep,NY,Democrat
11176,Foglietta,Thomas,1928-12-03,M,rep,PA,Democrat
11178,Furse,Elizabeth,1936-10-13,F,rep,OR,Democrat
11180,González,Henry,1916-05-03,M,rep,TX,Democrat
11182,Hamilton,Lee,1931-04-20,M,rep,IN,Democrat
11183,Hefner,Willie,1930-04-11,M,rep,NC,Democrat
11186,Johnson,Jay,1943-09-30,M,rep,WI,Democrat
11187,Kennedy,Joseph,1952-09-24,M,rep,MA,Democrat
11188,Kennelly,Barbara,1936-07-10,F,rep,CT,Democrat
11191,Manton,Thomas,1932-11-03,M,rep,NY,Democrat
11193,McHale,Paul,1950-07-26,M,rep,PA,Democrat
11199,Poshard,Glenn,1945-10-30,M,rep,IL,Democrat
11201,Richardson,William,1947-11-15,M,rep,NM,Democrat
11203,Romero-Barceló,Carlos,1932-09-04,M,rep,PR,Democrat
11206,Skaggs,David,1943-02-22,M,rep,CO,Democrat
11212,Stokes,Louis,1925-02-23,M,rep,OH,Democrat
11213,Tejeda,Frank,1945-10-02,M,rep,TX,Democrat
11216,Torres,Esteban,1930-01-27,M,rep,CA,Democrat
11217,Torricelli,Robert,1951-08-27,M,sen,NJ,Democrat
11218,Wellstone,Paul,1944-07-21,M,sen,MN,Democrat
11220,Yates,Sidney,1909-08-27,M,rep,IL,Democrat
11225,Breaux,John,1944-03-01,M,sen,LA,Democrat
11226,Brown,George,1920-03-06,M,rep,CA,Democrat
11231,Clay,William,1931-04-30,M,rep,MO,Democrat
11234,Danner,Pat,1934-01-13,F,rep,MO,Democrat
11235,Daschle,Thomas,1947-12-09,M,sen,SD,Democrat
11237,Dixon,Julian,1934-08-08,M,rep,CA,Democrat
11238,Edwards,John,1953-06-10,M,sen,NC,Democrat
11241,Forbes,Michael,1952-07-16,M,rep,NY,Democrat
11244,Gejdenson,Sam,1948-05-20,M,rep,CT,Democrat
11246,Graham,Bob,1936-11-09,M,sen,FL,Democrat
11248,Hollings,Ernest,1922-01-01,M,sen,SC,Democrat
11250,Klink,Ron,1951-09-23,M,rep,PA,Democrat
11258,Minge,David,1942-03-19,M,rep,MN,Democrat
11263,Pickett,Owen,1930-08-31,M,rep,VA,Democrat
11266,Vento,Bruce,1940-10-07,M,rep,MN,Democrat
11267,Weygand,Robert,1948-05-10,M,rep,RI,Democrat
11268,Wise,Robert,1948-01-06,M,rep,WV,Democrat
11269,Miller,Zell,1932-02-24,M,sen,GA,Democrat
11272,Baldacci,John,1955-01-30,M,rep,ME,Democrat
11273,Barcia,James,1952-02-25,M,rep,MI,Democrat
11275,Barrett,Thomas,1953-12-08,M,rep,WI,Democrat
11276,Bentsen,Ken,1959-06-03,M,rep,TX,Democrat
11277,Blagojevich,Rod,1956-12-10,M,rep,IL,Democrat
11278,Bonior,David,1945-06-06,M,rep,MI,Democrat
11279,Borski,Robert,1948-10-20,M,rep,PA,Democrat
11283,Carnahan,Jean,1933-12-20,F,sen,MO,Democrat
11285,Clayton,Eva,1934-09-16,F,rep,NC,Democrat
11286,Clement,Robert,1943-09-23,M,rep,TN,Democrat
11287,Condit,Gary,1948-04-21,M,rep,CA,Democrat
11289,Corzine,Jon,1947-01-01,M,sen,NJ,Democrat
11290,Coyne,William,1936-08-24,M,rep,PA,Democrat
11291,Dayton,Mark,1947-01-26,M,sen,MN,Democrat
11299,Hall,Tony,1942-01-16,M,rep,OH,Democrat
11302,Hilliard,Earl,1942-04-09,M,rep,AL,Democrat
11307,LaFalce,John,1939-10-06,M,rep,NY,Democrat
11309,Luther,William,1945-06-27,M,rep,MN,Democrat
11310,Maloney,James,1948-09-17,M,rep,CT,Democrat
11311,Mascara,Frank,1930-01-19,M,rep,PA,Democrat
11312,Meek,Carrie,1926-04-29,F,rep,FL,Democrat
11314,Mink,Patsy,1927-12-06,F,rep,HI,Democrat
11315,Moakley,John,1927-04-27,M,rep,MA,Democrat
11317,Phelps,David,1947-10-26,M,rep,IL,Democrat
11319,Rivers,Lynn,1956-12-19,F,rep,MI,Democrat
11320,Roemer,Timothy,1956-10-30,M,rep,IN,Democrat
11323,Sarbanes,Paul,1933-02-03,M,sen,MD,Democrat
11324,Sawyer,Thomas,1945-08-15,M,rep,OH,Democrat
11327,Shows,Ronnie,1947-01-26,M,rep,MS,Democrat
11329,Sisisky,Norman,1927-06-09,M,rep,VA,Democrat
11333,Thurman,Karen,1951-01-12,F,rep,FL,Democrat
11334,Traficant,James,1941-05-08,M,rep,OH,Democrat
11335,Underwood,Robert,1948-07-13,M,rep,GU,Democrat
11342,Ballance,Frank,1942-02-15,M,rep,NC,Democrat
11344,Bell,Chris,1959-11-23,M,rep,TX,Democrat
11347,Carson,Brad,1967-03-11,M,rep,OK,Democrat
11353,Deutsch,Peter,1957-04-01,M,rep,FL,Democrat
11356,Dooley,Calvin,1954-01-11,M,rep,CA,Democrat
11359,Frost,Jonas,1942-01-01,M,rep,TX,Democrat
11360,Gephardt,Richard,1941-01-31,M,rep,MO,Democrat
11364,Hoeffel,Joseph,1950-09-03,M,rep,PA,Democrat
11367,John,Christopher,1960-01-05,M,rep,LA,Democrat
11368,Kleczka,Gerald,1943-11-26,M,rep,WI,Democrat
11369,Lipinski,William,1937-12-22,M,rep,IL,Democrat
11370,Lucas,Kenneth,1933-08-22,M,rep,KY,Democrat
11371,Majette,Denise,1955-05-18,F,rep,GA,Democrat
11372,Matsui,Robert,1941-09-17,M,rep,CA,Democrat
11373,McCarthy,Karen,1947-03-18,F,rep,MO,Democrat
11378,Sandlin,Max,1952-09-29,M,rep,TX,Democrat
11382,Stenholm,Charles,1938-10-26,M,rep,TX,Democrat
11386,Turner,James,1946-02-06,M,rep,TX,Democrat
11388,Bayh,Evan,1955-12-26,M,sen,IN,Democrat
11401,Davis,James,1957-10-11,M,rep,FL,Democrat
11403,Dodd,Christopher,1944-05-27,M,sen,CT,Democrat
11404,Dorgan,Byron,1942-05-14,M,sen,ND,Democrat
11405,Evans,Lane,1951-08-04,M,rep,IL,Democrat
